"","Tylenchidae","Aphelenchidae","Hoplolaimidae","Cephalobidae","Plectidae","Telotylenchidae"
"R2m",1.42158044658943e-05,0.0762359812542621,0.000761645016615729,0.000119689925417502,0.00514840026297914,5.31993343996479e-05
"R2c",1.42158044658943e-05,0.0762359812542621,0.000761645016615729,0.000119689925417502,0.00514840026297914,5.31993343996479e-05
