"","fungivores","bacterivores","carnivores","omnivores","Tylenchidae","herbivores","herbivores2","fungivores2"
"R2m",0.0868038356630096,0.0559786352926734,0.230183228678082,0.00522028233441799,0.000116190706572698,0.00783964605444646,0.0160842668434889,0.00715601965984042
"R2c",0.0868038356630096,0.0559786352926734,0.230183228678082,0.00522028233441799,0.000116190706572698,0.00783964605444646,0.0160842668434889,0.00715601965984042
