"","BI","SI","EI","CI","MI","PPI","MI25","sigmaMI","sigmaMI25","PPI.1","SR","rarefy","H","D","J","H1","N"
"R2m",0.0431311294916586,0.0193166960661042,0.0111825259437464,0.0421278589469023,0.0652904880905422,0.00128005008158584,0.00882445635045705,0.259984603915074,0.066639692900937,0.0193485392470015,0.0556225611919117,0.0499640527634723,0.00163639876108451,0.000258675741873922,0.000584603018013109,0.00333994516357999,0.514083301297685
"R2c",0.0431311294916586,0.0193166960661042,0.0111825259437464,0.0421278589469023,0.0652904880905422,0.00128005008158584,0.00882445635045705,0.259984603915074,0.066639692900937,0.0193485392470015,0.0556225611919117,0.0499640527634723,0.00163639876108451,0.000258675741873922,0.000584603018013109,0.00333994516357999,0.514083301297685
