"","fungivores","bacterivores"
"1",0.15208096078279,0.639275689946056
"2",0.216256834643792,0.664321741444443
"3",0.221154851745421,0.696826348957806
"4",0.235043981334551,0.72930185156905
"5",0.270698138834092,0.764956236932096
"6",0.303173361853609,0.778844998097578
"7",0.335678200449234,0.783743207460275
"8",0.360724559529561,0.847919187046481
