"","BI","SI","EI","CI","MI","PPI","MI25","sigmaMI","sigmaMI25","PPI.1","SR","rarefy","H","D","J","H1","N"
"R2m",0.483373298555674,0.136397249632595,0.177680329115073,0.191844169565492,0.334218999011066,0.515225025722988,0.218885247226439,0.513948389937061,0.313394876278034,0.450575925776093,0.221703617272483,0.362284319607721,0.379529673426311,0.391973958887489,0.311996939983223,0.350450684875496,0.342484733362435
"R2c",0.691848824903391,0.583354913464095,0.177680329115073,0.304084011448643,0.645190521467777,0.687921293417119,0.556801509186627,0.953939130668155,0.70543672208127,0.545210734302556,0.315635939217579,0.404757460644791,0.379529673426311,0.391973958887489,0.311996939983223,0.350450684875496,0.344374060452065
