"","fungivores","bacterivores","carnivores","omnivores","Tylenchidae","herbivores","herbivores2","fungivores2"
"R2m",0.0688988946106091,0.0984045835335799,0.179448405996208,0.0184724689792691,0.0586013446621962,0.19765128918986,0.140927255626577,0.0637885744692053
"R2c",0.165678803897575,0.101924673060241,0.227824428825942,0.0540746076744413,0.226877844746595,0.408444203435936,0.143360941552048,0.209853501407786
